deck	type	front	back	tags	src	key
자격증::공인중개사::부동산세법	cloze	다른 주택의 부속토지만 소유한 자 — 재산세 1세대 1주택 판정 시 주택 수에 {{c1::산입하지 않는다}}	재산세 과세대상인 것과 주택 수 산입은 별개 — 묶어 내는 함정	공인중개사 부동산세법 상습	오답원장(부동산세법 3-4)	부동산세법 3-4
자격증::공인중개사::부동산세법	cloze	신고납부 세목 납부지연가산세: 1일당 미납세액의 {{c1::10만분의 22}}, 한도 {{c2::75퍼센트}}	고지서 방식은 3% 즉시 가산 + 월할 계산 — 구조가 다르다	공인중개사 부동산세법 상습	오답원장(부동산세법 5-1)	부동산세법 5-1
자격증::공인중개사::부동산세법	cloze	재산세 과세표준상한액 제도는 {{c1::주택}}에만 적용	토지·건축물·선박·항공기에는 상한액 자체가 없음 — 다른 과세대상으로 확장하는 지문이 함정	공인중개사 부동산세법 상습	오답원장(부동산세법 3-3)	부동산세법 3-3
자격증::공인중개사::부동산세법	cloze	양도소득세 고가주택 = {{c1::실지거래가액}} 합계 12억원 {{c2::초과}}	딱 12억원이면 해당 안 됨('이상' 아님) / '기준시가 12억' 바꿔치기 함정	공인중개사 부동산세법 상습	오답원장(부동산세법 4-1)	부동산세법 4-1
자격증::공인중개사::공인중개사법	basic	거짓 표시·광고를 한 자를 신고하면 포상금 지급 대상인가?	아니다 — 500만원 이하 과태료 대상일 뿐 포상금 대상 아님. (무자격자의 표시·광고 신고는 포상금 대상 맞음)	공인중개사 공인중개사법 상습	오답원장(공인중개사법 1-2 포상금)	공인중개사법 1-2 포상금
자격증::공인중개사::공인중개사법	cloze	포상금은 지급결정일부터 {{c1::1개월}} 내 지급 / 무혐의 시 {{c2::미지급}}	근거: 오답원장 해설(공인중개사법 1-2)	공인중개사 공인중개사법 상습	오답원장(공인중개사법 1-2 포상금)	공인중개사법 1-2 포상금-지급기한
자격증::법무사::형법	basic	범죄성립 3단계와 각 단계가 판단하는 것은?	① 구성요건해당성 — 사실관계가 조문에 해당하는가 ② 위법성 — 조각사유는 없는가 ③ 책임 — 비난가능성이 있는가(그 사람 입장에서)	법무사 형법 백지구멍	백지복습_채점_2026-08-22_형법기본개념	형법-범죄성립3단계-정의
자격증::법무사::형법	basic	객관적 구성요건요소 5개는?	주체 · 객체 · 행위 · 결과 · 인과관계	법무사 형법 백지구멍	백지복습_채점_2026-08-22_형법기본개념	형법-객관적구성요건요소5
자격증::법무사::형법	cloze	고의가 원칙 — 과실은 {{c1::처벌규정이 있는 경우에만}} 처벌	고의 = 객관적 범죄사실의 인식 + 실행 의사	법무사 형법 백지구멍	백지복습_채점_2026-08-22_형법기본개념	형법-고의원칙-과실예외
자격증::법무사::형법	cloze	초과주관적 구성요건요소: {{c1::목적}}(목적범) · {{c2::불법영득의사}} — 필요한 범죄에서만 별도 검토	목적 ≠ 고의: 목적은 의사·희망의 영역, 고의와 구분해서 쓸 것	법무사 형법 백지구멍	백지복습_채점_2026-08-22_형법기본개념	형법-초과주관적요소
